"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"85+ years"	"85+"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	105	56572	185.604185816
	"Colorado"	"08"	"85+ years"	"85+"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	89	56572	157.321643216
	"Colorado"	"08"	"85+ years"	"85+"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	671	33349	2012.054334463
	"Colorado"	"08"	"85+ years"	"85+"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	75	33349	224.894299679
	"Colorado"	"08"	"85+ years"	"85+"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	68	33349	203.904165042
	"Colorado"	"08"	"Not Stated"	"NS"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"< 1 year"	"1"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	16863	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	16863	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	16863	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	17762	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	17762	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	17762	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	71819	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	71819	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	71819	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	75266	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	75266	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	75266	Suppressed
	"Connecticut"	"09"	"5-14 years"	"5-14"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	200703	Suppressed
	"Connecticut"	"09"	"5-14 years"	"5-14"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	200703	Suppressed
	"Connecticut"	"09"	"5-14 years"	"5-14"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	200703	Suppressed
	"Connecticut"	"09"	"5-14 years"	"5-14"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	208297	Suppressed
	"Connecticut"	"09"	"5-14 years"	"5-14"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	208297	Suppressed
	"Connecticut"	"09"	"5-14 years"	"5-14"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	208297	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	234104	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	234104	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	234104	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	10	244699	Unreliable
	"Connecticut"	"09"	"15-24 years"	"15-24"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	244699	Suppressed
	"Connecticut"	"09"	"15-24 years"	"15-24"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	244699	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	12	219182	Unreliable
	"Connecticut"	"09"	"25-34 years"	"25-34"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	219182	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	219182	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	11	228847	Unreliable
	"Connecticut"	"09"	"25-34 years"	"25-34"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	228847	Suppressed
	"Connecticut"	"09"	"25-34 years"	"25-34"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	228847	Suppressed
	"Connecticut"	"09"	"35-44 years"	"35-44"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	35	217286	16.107802620
	"Connecticut"	"09"	"35-44 years"	"35-44"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	10	217286	Unreliable
	"Connecticut"	"09"	"35-44 years"	"35-44"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	217286	Suppressed
	"Connecticut"	"09"	"35-44 years"	"35-44"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	46	209855	21.919897072
	"Connecticut"	"09"	"35-44 years"	"35-44"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	209855	Suppressed
	"Connecticut"	"09"	"35-44 years"	"35-44"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	209855	Suppressed
	"Connecticut"	"09"	"45-54 years"	"45-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	175	246091	71.111905758
	"Connecticut"	"09"	"45-54 years"	"45-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	21	246091	8.533428691
	"Connecticut"	"09"	"45-54 years"	"45-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	246091	Suppressed
	"Connecticut"	"09"	"45-54 years"	"45-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	152	230814	65.853891012
	"Connecticut"	"09"	"45-54 years"	"45-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	39	230814	16.896722036
	"Connecticut"	"09"	"45-54 years"	"45-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	230814	Suppressed
	"Connecticut"	"09"	"55-64 years"	"55-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	536	265580	201.822426388
	"Connecticut"	"09"	"55-64 years"	"55-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	31	265580	11.672565705
	"Connecticut"	"09"	"55-64 years"	"55-64"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	16	265580	Unreliable
	"Connecticut"	"09"	"55-64 years"	"55-64"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	566	247875	228.340897630
	"Connecticut"	"09"	"55-64 years"	"55-64"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	72	247875	29.046898638
	"Connecticut"	"09"	"55-64 years"	"55-64"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	24	247875	9.682299546
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	747	188599	396.078452166
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	64	188599	33.934432314
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	30	188599	15.906765147
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	924	164220	562.659846547
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	113	164220	68.810132749
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	37	164220	22.530751431
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	831	105687	786.284027364
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	81	105687	76.641403389
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	63	105687	59.609980414
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	942	80408	1171.525221371
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	101	80408	125.609392100
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	59	80408	73.375783504
	"Connecticut"	"09"	"85+ years"	"85+"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	793	59956	1322.636600174
	"Connecticut"	"09"	"85+ years"	"85+"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	139	59956	231.836680232
	"Connecticut"	"09"	"85+ years"	"85+"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	183	59956	305.223830809
	"Connecticut"	"09"	"85+ years"	"85+"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	703	31374	2240.708867215
	"Connecticut"	"09"	"85+ years"	"85+"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	79	31374	251.800854211
	"Connecticut"	"09"	"85+ years"	"85+"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	122	31374	388.857015363
	"Connecticut"	"09"	"Not Stated"	"NS"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"< 1 year"	"1"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	5187	Suppressed
	"Delaware"	"10"	"< 1 year"	"1"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	5187	Suppressed
	"Delaware"	"10"	"< 1 year"	"1"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	5187	Suppressed
	"Delaware"	"10"	"< 1 year"	"1"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	5431	Suppressed
	"Delaware"	"10"	"< 1 year"	"1"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	5431	Suppressed
	"Delaware"	"10"	"< 1 year"	"1"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	5431	Suppressed
	"Delaware"	"10"	"1-4 years"	"1-4"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	21996	Suppressed
	"Delaware"	"10"	"1-4 years"	"1-4"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	21996	Suppressed
	"Delaware"	"10"	"1-4 years"	"1-4"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	21996	Suppressed
	"Delaware"	"10"	"1-4 years"	"1-4"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	22105	Suppressed
	"Delaware"	"10"	"1-4 years"	"1-4"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	22105	Suppressed
	"Delaware"	"10"	"1-4 years"	"1-4"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	22105	Suppressed
	"Delaware"	"10"	"5-14 years"	"5-14"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	56244	Suppressed
	"Delaware"	"10"	"5-14 years"	"5-14"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	56244	Suppressed
	"Delaware"	"10"	"5-14 years"	"5-14"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	56244	Suppressed
	"Delaware"	"10"	"5-14 years"	"5-14"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	57731	Suppressed
	"Delaware"	"10"	"5-14 years"	"5-14"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	57731	Suppressed
	"Delaware"	"10"	"5-14 years"	"5-14"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	57731	Suppressed
	"Delaware"	"10"	"15-24 years"	"15-24"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	57970	Suppressed
	"Delaware"	"10"	"15-24 years"	"15-24"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	57970	Suppressed
	"Delaware"	"10"	"15-24 years"	"15-24"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	57970	Suppressed
	"Delaware"	"10"	"15-24 years"	"15-24"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	59402	Suppressed
	"Delaware"	"10"	"15-24 years"	"15-24"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	59402	Suppressed
	"Delaware"	"10"	"15-24 years"	"15-24"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	59402	Suppressed
	"Delaware"	"10"	"25-34 years"	"25-34"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	64337	Suppressed
	"Delaware"	"10"	"25-34 years"	"25-34"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	64337	Suppressed
	"Delaware"	"10"	"25-34 years"	"25-34"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	64337	Suppressed
	"Delaware"	"10"	"25-34 years"	"25-34"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	64743	Suppressed
	"Delaware"	"10"	"25-34 years"	"25-34"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	64743	Suppressed
	"Delaware"	"10"	"25-34 years"	"25-34"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	64743	Suppressed
	"Delaware"	"10"	"35-44 years"	"35-44"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	19	57740	Unreliable
	"Delaware"	"10"	"35-44 years"	"35-44"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	57740	Suppressed
	"Delaware"	"10"	"35-44 years"	"35-44"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	57740	Suppressed
	"Delaware"	"10"	"35-44 years"	"35-44"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	16	55361	Unreliable
	"Delaware"	"10"	"35-44 years"	"35-44"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	55361	Suppressed
	"Delaware"	"10"	"35-44 years"	"35-44"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	55361	Suppressed
	"Delaware"	"10"	"45-54 years"	"45-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	57	62010	91.920657958
	"Delaware"	"10"	"45-54 years"	"45-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	62010	Suppressed
	"Delaware"	"10"	"45-54 years"	"45-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	62010	Suppressed
	"Delaware"	"10"	"45-54 years"	"45-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	55	56871	96.710098293
	"Delaware"	"10"	"45-54 years"	"45-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	12	56871	Unreliable
	"Delaware"	"10"	"45-54 years"	"45-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	56871	Suppressed
	"Delaware"	"10"	"55-64 years"	"55-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	158	73132	216.047694580
	"Delaware"	"10"	"55-64 years"	"55-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	17	73132	Unreliable
	"Delaware"	"10"	"55-64 years"	"55-64"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	73132	Suppressed
	"Delaware"	"10"	"55-64 years"	"55-64"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	215	64598	332.827641723
	"Delaware"	"10"	"55-64 years"	"55-64"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	36	64598	55.729279544
	"Delaware"	"10"	"55-64 years"	"55-64"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	10	64598	Unreliable
	"Delaware"	"10"	"65-74 years"	"65-74"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	268	60846	440.456233770
	"Delaware"	"10"	"65-74 years"	"65-74"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	24	60846	39.443841830
	"Delaware"	"10"	"65-74 years"	"65-74"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	60846	Suppressed
	"Delaware"	"10"	"65-74 years"	"65-74"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	340	52012	653.695301084
	"Delaware"	"10"	"65-74 years"	"65-74"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	38	52012	73.060063062
	"Delaware"	"10"	"65-74 years"	"65-74"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	52012	Suppressed
	"Delaware"	"10"	"75-84 years"	"75-84"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	281	30853	910.770427511
	"Delaware"	"10"	"75-84 years"	"75-84"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	21	30853	68.064693871
	"Delaware"	"10"	"75-84 years"	"75-84"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	14	30853	Unreliable
	"Delaware"	"10"	"75-84 years"	"75-84"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	317	24941	1270.999558959
	"Delaware"	"10"	"75-84 years"	"75-84"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	40	24941	160.378493244
	"Delaware"	"10"	"75-84 years"	"75-84"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	24	24941	96.227095946
	"Delaware"	"10"	"85+ years"	"85+"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	165	12656	1303.729456384
	"Delaware"	"10"	"85+ years"	"85+"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	22	12656	173.830594185
	"Delaware"	"10"	"85+ years"	"85+"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	34	12656	268.647281922
	"Delaware"	"10"	"85+ years"	"85+"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	173	7598	2276.914977626
	"Delaware"	"10"	"85+ years"	"85+"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	32	7598	421.163464069
	"Delaware"	"10"	"85+ years"	"85+"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	15	7598	Unreliable
	"Delaware"	"10"	"Not Stated"	"NS"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"Not Stated"	"NS"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"Not Stated"	"NS"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"Not Stated"	"NS"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"Not Stated"	"NS"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"Not Stated"	"NS"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"< 1 year"	"1"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	4674	Suppressed
	"District of Columbia"	"11"	"< 1 year"	"1"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	4674	Suppressed
	"District of Columbia"	"11"	"< 1 year"	"1"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	4674	Suppressed
	"District of Columbia"	"11"	"< 1 year"	"1"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	4878	Suppressed
	"District of Columbia"	"11"	"< 1 year"	"1"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	4878	Suppressed
	"District of Columbia"	"11"	"< 1 year"	"1"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	4878	Suppressed
	"District of Columbia"	"11"	"1-4 years"	"1-4"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	17602	Suppressed
	"District of Columbia"	"11"	"1-4 years"	"1-4"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	17602	Suppressed
	"District of Columbia"	"11"	"1-4 years"	"1-4"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	17602	Suppressed
	"District of Columbia"	"11"	"1-4 years"	"1-4"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	18214	Suppressed
	"District of Columbia"	"11"	"1-4 years"	"1-4"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	18214	Suppressed
	"District of Columbia"	"11"	"1-4 years"	"1-4"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	18214	Suppressed
	"District of Columbia"	"11"	"5-14 years"	"5-14"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	33277	Suppressed
	"District of Columbia"	"11"	"5-14 years"	"5-14"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	33277	Suppressed
	"District of Columbia"	"11"	"5-14 years"	"5-14"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	33277	Suppressed
	"District of Columbia"	"11"	"5-14 years"	"5-14"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	34121	Suppressed
	"District of Columbia"	"11"	"5-14 years"	"5-14"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	34121	Suppressed
	"District of Columbia"	"11"	"5-14 years"	"5-14"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	34121	Suppressed
	"District of Columbia"	"11"	"15-24 years"	"15-24"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	47601	Suppressed
	"District of Columbia"	"11"	"15-24 years"	"15-24"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	47601	Suppressed
	"District of Columbia"	"11"	"15-24 years"	"15-24"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	47601	Suppressed
	"District of Columbia"	"11"	"15-24 years"	"15-24"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	40367	Suppressed
	"District of Columbia"	"11"	"15-24 years"	"15-24"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	40367	Suppressed
	"District of Columbia"	"11"	"15-24 years"	"15-24"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	40367	Suppressed
	"District of Columbia"	"11"	"25-34 years"	"25-34"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	87224	Suppressed
	"District of Columbia"	"11"	"25-34 years"	"25-34"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	87224	Suppressed
	"District of Columbia"	"11"	"25-34 years"	"25-34"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	87224	Suppressed
	"District of Columbia"	"11"	"25-34 years"	"25-34"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	77317	Suppressed
	"District of Columbia"	"11"	"25-34 years"	"25-34"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	77317	Suppressed
	"District of Columbia"	"11"	"25-34 years"	"25-34"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	77317	Suppressed
	"District of Columbia"	"11"	"35-44 years"	"35-44"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	17	55547	Unreliable
	"District of Columbia"	"11"	"35-44 years"	"35-44"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	55547	Suppressed
	"District of Columbia"	"11"	"35-44 years"	"35-44"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	55547	Suppressed
	"District of Columbia"	"11"	"35-44 years"	"35-44"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	13	53422	Unreliable
	"District of Columbia"	"11"	"35-44 years"	"35-44"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	53422	Suppressed
	"District of Columbia"	"11"	"35-44 years"	"35-44"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	53422	Suppressed
	"District of Columbia"	"11"	"45-54 years"	"45-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	42	37152	113.049095607
	"District of Columbia"	"11"	"45-54 years"	"45-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	37152	Suppressed
	"District of Columbia"	"11"	"45-54 years"	"45-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	37152	Suppressed
	"District of Columbia"	"11"	"45-54 years"	"45-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	23	37134	61.937846717
	"District of Columbia"	"11"	"45-54 years"	"45-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	37134	Suppressed
	"District of Columbia"	"11"	"45-54 years"	"45-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	37134	Suppressed
	"District of Columbia"	"11"	"55-64 years"	"55-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	105	36356	288.810650237
	"District of Columbia"	"11"	"55-64 years"	"55-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	10	36356	Unreliable
