"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"45-49 years"	"45-49"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	24	52115	46.052000384
	"Idaho"	"16"	"45-49 years"	"45-49"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	52115	Suppressed
	"Idaho"	"16"	"45-49 years"	"45-49"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	52115	Suppressed
	"Idaho"	"16"	"50-54 years"	"50-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	42	49287	85.215168300
	"Idaho"	"16"	"50-54 years"	"50-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	49287	Suppressed
	"Idaho"	"16"	"50-54 years"	"50-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	49287	Suppressed
	"Idaho"	"16"	"50-54 years"	"50-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	42	49687	84.529152495
	"Idaho"	"16"	"50-54 years"	"50-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	11	49687	Unreliable
	"Idaho"	"16"	"50-54 years"	"50-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	49687	Suppressed
	"Idaho"	"16"	"55-59 years"	"55-59"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	88	55869	157.511321126
	"Idaho"	"16"	"55-59 years"	"55-59"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	55869	Suppressed
	"Idaho"	"16"	"55-59 years"	"55-59"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	55869	Suppressed
	"Idaho"	"16"	"55-59 years"	"55-59"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	84	53672	156.506185721
	"Idaho"	"16"	"55-59 years"	"55-59"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	21	53672	39.126546430
	"Idaho"	"16"	"55-59 years"	"55-59"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	53672	Suppressed
	"Idaho"	"16"	"60-64 years "	"60-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	130	56122	231.638216742
	"Idaho"	"16"	"60-64 years "	"60-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	21	56122	37.418481166
	"Idaho"	"16"	"60-64 years "	"60-64"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	56122	Suppressed
	"Idaho"	"16"	"60-64 years "	"60-64"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	173	52697	328.291933127
	"Idaho"	"16"	"60-64 years "	"60-64"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	25	52697	47.441030799
	"Idaho"	"16"	"60-64 years "	"60-64"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	52697	Suppressed
	"Idaho"	"16"	"65-69 years"	"65-69"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	171	50223	340.481452721
	"Idaho"	"16"	"65-69 years"	"65-69"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	17	50223	Unreliable
	"Idaho"	"16"	"65-69 years"	"65-69"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	50223	Suppressed
	"Idaho"	"16"	"65-69 years"	"65-69"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	219	47661	459.495184742
	"Idaho"	"16"	"65-69 years"	"65-69"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	31	47661	65.042697384
	"Idaho"	"16"	"65-69 years"	"65-69"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	47661	Suppressed
	"Idaho"	"16"	"70-74 years"	"70-74"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	201	39653	506.897334376
	"Idaho"	"16"	"70-74 years"	"70-74"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	15	39653	Unreliable
	"Idaho"	"16"	"70-74 years"	"70-74"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	11	39653	Unreliable
	"Idaho"	"16"	"70-74 years"	"70-74"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	252	38329	657.465626549
	"Idaho"	"16"	"70-74 years"	"70-74"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	33	38329	86.096689191
	"Idaho"	"16"	"70-74 years"	"70-74"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	19	38329	Unreliable
	"Idaho"	"16"	"75-79 years"	"75-79"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	206	27823	740.394637530
	"Idaho"	"16"	"75-79 years"	"75-79"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	26	27823	93.447866873
	"Idaho"	"16"	"75-79 years"	"75-79"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	11	27823	Unreliable
	"Idaho"	"16"	"75-79 years"	"75-79"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	252	25118	1003.264591130
	"Idaho"	"16"	"75-79 years"	"75-79"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	42	25118	167.210765188
	"Idaho"	"16"	"75-79 years"	"75-79"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	15	25118	Unreliable
	"Idaho"	"16"	"80-84 years"	"80-84"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	186	17120	1086.448598131
	"Idaho"	"16"	"80-84 years"	"80-84"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	23	17120	134.345794393
	"Idaho"	"16"	"80-84 years"	"80-84"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	19	17120	Unreliable
	"Idaho"	"16"	"80-84 years"	"80-84"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	231	14969	1543.189257799
	"Idaho"	"16"	"80-84 years"	"80-84"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	32	14969	213.775135280
	"Idaho"	"16"	"80-84 years"	"80-84"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	21	14969	140.289932527
	"Idaho"	"16"	"85-89 years"	"85-89"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	141	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	159	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"85-89 years"	"85-89"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	72	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	87	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"90-94 years"	"90-94"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"95-99 years"	"95-99"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"100+ years"	"100+"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Not Stated"	"NS"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"< 1 year"	"1"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	70270	Suppressed
	"Illinois"	"17"	"< 1 year"	"1"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	70270	Suppressed
	"Illinois"	"17"	"< 1 year"	"1"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	70270	Suppressed
	"Illinois"	"17"	"< 1 year"	"1"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	73453	Suppressed
	"Illinois"	"17"	"< 1 year"	"1"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	73453	Suppressed
	"Illinois"	"17"	"< 1 year"	"1"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	73453	Suppressed
	"Illinois"	"17"	"1-4 years"	"1-4"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	294949	Suppressed
	"Illinois"	"17"	"1-4 years"	"1-4"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	294949	Suppressed
	"Illinois"	"17"	"1-4 years"	"1-4"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	294949	Suppressed
	"Illinois"	"17"	"1-4 years"	"1-4"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	308262	Suppressed
	"Illinois"	"17"	"1-4 years"	"1-4"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	308262	Suppressed
	"Illinois"	"17"	"1-4 years"	"1-4"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	308262	Suppressed
	"Illinois"	"17"	"5-9 years"	"5-9"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	375851	Suppressed
	"Illinois"	"17"	"5-9 years"	"5-9"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	375851	Suppressed
	"Illinois"	"17"	"5-9 years"	"5-9"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	375851	Suppressed
	"Illinois"	"17"	"5-9 years"	"5-9"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	393876	Suppressed
	"Illinois"	"17"	"5-9 years"	"5-9"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	393876	Suppressed
	"Illinois"	"17"	"5-9 years"	"5-9"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	393876	Suppressed
	"Illinois"	"17"	"10-14 years"	"10-14"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	395533	Suppressed
	"Illinois"	"17"	"10-14 years"	"10-14"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	395533	Suppressed
	"Illinois"	"17"	"10-14 years"	"10-14"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	395533	Suppressed
	"Illinois"	"17"	"10-14 years"	"10-14"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	Suppressed	410485	Suppressed
	"Illinois"	"17"	"10-14 years"	"10-14"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	410485	Suppressed
	"Illinois"	"17"	"10-14 years"	"10-14"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	410485	Suppressed
	"Illinois"	"17"	"15-19 years"	"15-19"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	Suppressed	402205	Suppressed
	"Illinois"	"17"	"15-19 years"	"15-19"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	402205	Suppressed
	"Illinois"	"17"	"15-19 years"	"15-19"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	402205	Suppressed
	"Illinois"	"17"	"15-19 years"	"15-19"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	16	420425	Unreliable
	"Illinois"	"17"	"15-19 years"	"15-19"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	420425	Suppressed
	"Illinois"	"17"	"15-19 years"	"15-19"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	420425	Suppressed
	"Illinois"	"17"	"20-24 years"	"20-24"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	18	408950	Unreliable
	"Illinois"	"17"	"20-24 years"	"20-24"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	408950	Suppressed
	"Illinois"	"17"	"20-24 years"	"20-24"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	408950	Suppressed
	"Illinois"	"17"	"20-24 years"	"20-24"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	18	421027	Unreliable
	"Illinois"	"17"	"20-24 years"	"20-24"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	Suppressed	421027	Suppressed
	"Illinois"	"17"	"20-24 years"	"20-24"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	421027	Suppressed
	"Illinois"	"17"	"25-29 years"	"25-29"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	29	442312	6.556457885
	"Illinois"	"17"	"25-29 years"	"25-29"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	442312	Suppressed
	"Illinois"	"17"	"25-29 years"	"25-29"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	442312	Suppressed
	"Illinois"	"17"	"25-29 years"	"25-29"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	36	454918	7.913514084
	"Illinois"	"17"	"25-29 years"	"25-29"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	13	454918	Unreliable
	"Illinois"	"17"	"25-29 years"	"25-29"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	454918	Suppressed
	"Illinois"	"17"	"30-34 years"	"30-34"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	43	425479	10.106256713
	"Illinois"	"17"	"30-34 years"	"30-34"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	12	425479	Unreliable
	"Illinois"	"17"	"30-34 years"	"30-34"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	425479	Suppressed
	"Illinois"	"17"	"30-34 years"	"30-34"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	44	435387	10.105951716
	"Illinois"	"17"	"30-34 years"	"30-34"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	13	435387	Unreliable
	"Illinois"	"17"	"30-34 years"	"30-34"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	Suppressed	435387	Suppressed
	"Illinois"	"17"	"35-39 years"	"35-39"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	84	424190	19.802447017
	"Illinois"	"17"	"35-39 years"	"35-39"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	Suppressed	424190	Suppressed
	"Illinois"	"17"	"35-39 years"	"35-39"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	424190	Suppressed
	"Illinois"	"17"	"35-39 years"	"35-39"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	75	425765	17.615351191
	"Illinois"	"17"	"35-39 years"	"35-39"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	22	425765	5.167169683
	"Illinois"	"17"	"35-39 years"	"35-39"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	10	425765	Unreliable
	"Illinois"	"17"	"40-44 years"	"40-44"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	140	394115	35.522626645
	"Illinois"	"17"	"40-44 years"	"40-44"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	13	394115	Unreliable
	"Illinois"	"17"	"40-44 years"	"40-44"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	Suppressed	394115	Suppressed
	"Illinois"	"17"	"40-44 years"	"40-44"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	120	393065	30.529301769
	"Illinois"	"17"	"40-44 years"	"40-44"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	28	393065	7.123503746
	"Illinois"	"17"	"40-44 years"	"40-44"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	11	393065	Unreliable
	"Illinois"	"17"	"45-49 years"	"45-49"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	281	404188	69.522103576
	"Illinois"	"17"	"45-49 years"	"45-49"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	23	404188	5.690421289
	"Illinois"	"17"	"45-49 years"	"45-49"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	21	404188	5.195602047
	"Illinois"	"17"	"45-49 years"	"45-49"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	228	395740	57.613584677
	"Illinois"	"17"	"45-49 years"	"45-49"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	53	395740	13.392631526
	"Illinois"	"17"	"45-49 years"	"45-49"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	25	395740	6.317279022
	"Illinois"	"17"	"50-54 years"	"50-54"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	442	404986	109.139575195
	"Illinois"	"17"	"50-54 years"	"50-54"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	35	404986	8.642274054
	"Illinois"	"17"	"50-54 years"	"50-54"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	16	404986	Unreliable
	"Illinois"	"17"	"50-54 years"	"50-54"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	468	394875	118.518518519
	"Illinois"	"17"	"50-54 years"	"50-54"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	86	394875	21.779044001
	"Illinois"	"17"	"50-54 years"	"50-54"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	27	394875	6.837606838
	"Illinois"	"17"	"55-59 years"	"55-59"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	864	437064	197.682719236
	"Illinois"	"17"	"55-59 years"	"55-59"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	73	437064	16.702359380
	"Illinois"	"17"	"55-59 years"	"55-59"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	46	437064	10.524774404
	"Illinois"	"17"	"55-59 years"	"55-59"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	930	417537	222.734751651
	"Illinois"	"17"	"55-59 years"	"55-59"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	142	417537	34.008962080
	"Illinois"	"17"	"55-59 years"	"55-59"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	54	417537	12.932985580
	"Illinois"	"17"	"60-64 years "	"60-64"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1174	417035	281.511144149
	"Illinois"	"17"	"60-64 years "	"60-64"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	108	417035	25.897106957
	"Illinois"	"17"	"60-64 years "	"60-64"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	44	417035	10.550673205
	"Illinois"	"17"	"60-64 years "	"60-64"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1418	386647	366.742791228
	"Illinois"	"17"	"60-64 years "	"60-64"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	167	386647	43.191851999
	"Illinois"	"17"	"60-64 years "	"60-64"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	66	386647	17.069833724
	"Illinois"	"17"	"65-69 years"	"65-69"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1435	350001	409.998828575
	"Illinois"	"17"	"65-69 years"	"65-69"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	149	350001	42.571306939
	"Illinois"	"17"	"65-69 years"	"65-69"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	70	350001	19.999942857
	"Illinois"	"17"	"65-69 years"	"65-69"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1796	312178	575.312802312
	"Illinois"	"17"	"65-69 years"	"65-69"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	200	312178	64.066013620
	"Illinois"	"17"	"65-69 years"	"65-69"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	85	312178	27.228055789
	"Illinois"	"17"	"70-74 years"	"70-74"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1638	278220	588.742721587
	"Illinois"	"17"	"70-74 years"	"70-74"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	185	278220	66.494141327
	"Illinois"	"17"	"70-74 years"	"70-74"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	77	278220	27.675939904
	"Illinois"	"17"	"70-74 years"	"70-74"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1827	235634	775.354999703
	"Illinois"	"17"	"70-74 years"	"70-74"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	203	235634	86.150555522
	"Illinois"	"17"	"70-74 years"	"70-74"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	100	235634	42.438697302
	"Illinois"	"17"	"75-79 years"	"75-79"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1659	202020	821.205821206
	"Illinois"	"17"	"75-79 years"	"75-79"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	164	202020	81.180081180
	"Illinois"	"17"	"75-79 years"	"75-79"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	100	202020	49.500049500
	"Illinois"	"17"	"75-79 years"	"75-79"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1754	157008	1117.140527871
	"Illinois"	"17"	"75-79 years"	"75-79"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	217	157008	138.209517986
	"Illinois"	"17"	"75-79 years"	"75-79"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	121	157008	77.066136757
	"Illinois"	"17"	"80-84 years"	"80-84"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1526	141946	1075.056711707
	"Illinois"	"17"	"80-84 years"	"80-84"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	154	141946	108.491961732
	"Illinois"	"17"	"80-84 years"	"80-84"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	143	141946	100.742535894
	"Illinois"	"17"	"80-84 years"	"80-84"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1531	99256	1542.476021601
	"Illinois"	"17"	"80-84 years"	"80-84"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	179	99256	180.341742565
	"Illinois"	"17"	"80-84 years"	"80-84"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	151	99256	152.131861046
	"Illinois"	"17"	"85-89 years"	"85-89"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	1194	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	138	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	191	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	1219	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	155	Not Applicable	Not Applicable
	"Illinois"	"17"	"85-89 years"	"85-89"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	154	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	748	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	110	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	200	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	641	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	85	Not Applicable	Not Applicable
	"Illinois"	"17"	"90-94 years"	"90-94"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	142	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	"Female"	"F"	"Malignant neoplasms"	"C00-C97"	229	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	"Female"	"F"	"Diabetes mellitus"	"E10-E14"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	"Female"	"F"	"Influenza and pneumonia"	"J09-J18"	114	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	"Male"	"M"	"Malignant neoplasms"	"C00-C97"	175	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	"Male"	"M"	"Diabetes mellitus"	"E10-E14"	24	Not Applicable	Not Applicable
	"Illinois"	"17"	"95-99 years"	"95-99"	"Male"	"M"	"Influenza and pneumonia"	"J09-J18"	49	Not Applicable	Not Applicable
