"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	39179	Suppressed
	"Indiana"	"18"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	39179	Suppressed
	"Indiana"	"18"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	39179	Suppressed
	"Indiana"	"18"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	41177	Suppressed
	"Indiana"	"18"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	41177	Suppressed
	"Indiana"	"18"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	41177	Suppressed
	"Indiana"	"18"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	164504	Suppressed
	"Indiana"	"18"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	164504	Suppressed
	"Indiana"	"18"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	164504	Suppressed
	"Indiana"	"18"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	173480	Suppressed
	"Indiana"	"18"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	173480	Suppressed
	"Indiana"	"18"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	173480	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	429424	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	429424	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	429424	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	449557	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	449557	Suppressed
	"Indiana"	"18"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	449557	Suppressed
	"Indiana"	"18"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	453775	Suppressed
	"Indiana"	"18"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	23	453775	5.068591262
	"Indiana"	"18"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	453775	Suppressed
	"Indiana"	"18"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	11	476623	Unreliable
	"Indiana"	"18"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	23	476623	4.825616892
	"Indiana"	"18"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	10	476623	Unreliable
	"Indiana"	"18"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	12	441251	Unreliable
	"Indiana"	"18"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	48	441251	10.878162316
	"Indiana"	"18"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	15	441251	Unreliable
	"Indiana"	"18"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	26	449436	5.785028347
	"Indiana"	"18"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	84	449436	18.690091581
	"Indiana"	"18"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	23	449436	5.117525076
	"Indiana"	"18"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	26	415428	6.258605583
	"Indiana"	"18"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	119	415428	28.645156321
	"Indiana"	"18"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	38	415428	9.147192775
	"Indiana"	"18"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	18	413531	Unreliable
	"Indiana"	"18"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	190	413531	45.945769483
	"Indiana"	"18"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	29	413531	7.012775342
	"Indiana"	"18"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	73	414022	17.631913280
	"Indiana"	"18"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	300	414022	72.459917589
	"Indiana"	"18"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	110	414022	26.568636449
	"Indiana"	"18"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	68	410007	16.585082694
	"Indiana"	"18"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	640	410007	156.094895941
	"Indiana"	"18"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	111	410007	27.072708515
	"Indiana"	"18"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	122	449163	27.161631746
	"Indiana"	"18"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	810	449163	180.335423888
	"Indiana"	"18"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	410	449163	91.280893573
	"Indiana"	"18"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	173	425919	40.618051789
	"Indiana"	"18"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1587	425919	372.606058899
	"Indiana"	"18"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	480	425919	112.697484733
	"Indiana"	"18"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	339	337651	100.399524953
	"Indiana"	"18"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1448	337651	428.845168532
	"Indiana"	"18"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	846	337651	250.554566698
	"Indiana"	"18"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	388	299086	129.728573053
	"Indiana"	"18"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2192	299086	732.899567348
	"Indiana"	"18"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	944	299086	315.628280829
	"Indiana"	"18"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	815	181168	449.858694692
	"Indiana"	"18"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	2369	181168	1307.626070829
	"Indiana"	"18"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	1130	181168	623.730460125
	"Indiana"	"18"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	670	136769	489.877092031
	"Indiana"	"18"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2579	136769	1885.661224400
	"Indiana"	"18"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	1056	136769	772.104789828
	"Indiana"	"18"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	1708	86294	1979.280135351
	"Indiana"	"18"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	4320	86294	5006.141794331
	"Indiana"	"18"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	1164	86294	1348.877094584
	"Indiana"	"18"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	787	44775	1757.677275265
	"Indiana"	"18"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	2664	44775	5949.748743719
	"Indiana"	"18"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	828	44775	1849.246231156
	"Indiana"	"18"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	18327	Suppressed
	"Iowa"	"19"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	18327	Suppressed
	"Iowa"	"19"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	18327	Suppressed
	"Iowa"	"19"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	19213	Suppressed
	"Iowa"	"19"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	19213	Suppressed
	"Iowa"	"19"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	19213	Suppressed
	"Iowa"	"19"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	77238	Suppressed
	"Iowa"	"19"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	77238	Suppressed
	"Iowa"	"19"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	77238	Suppressed
	"Iowa"	"19"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	80858	Suppressed
	"Iowa"	"19"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	80858	Suppressed
	"Iowa"	"19"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	80858	Suppressed
	"Iowa"	"19"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	199596	Suppressed
	"Iowa"	"19"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	199596	Suppressed
	"Iowa"	"19"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	199596	Suppressed
	"Iowa"	"19"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	208899	Suppressed
	"Iowa"	"19"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	208899	Suppressed
	"Iowa"	"19"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	208899	Suppressed
	"Iowa"	"19"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	212059	Suppressed
	"Iowa"	"19"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	212059	Suppressed
	"Iowa"	"19"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	212059	Suppressed
	"Iowa"	"19"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	224356	Suppressed
	"Iowa"	"19"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	224356	Suppressed
	"Iowa"	"19"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	224356	Suppressed
	"Iowa"	"19"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	193206	Suppressed
	"Iowa"	"19"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	193206	Suppressed
	"Iowa"	"19"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	193206	Suppressed
	"Iowa"	"19"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	204944	Suppressed
	"Iowa"	"19"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	26	204944	12.686392380
	"Iowa"	"19"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	204944	Suppressed
	"Iowa"	"19"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	11	189018	Unreliable
	"Iowa"	"19"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	38	189018	20.103905448
	"Iowa"	"19"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	13	189018	Unreliable
	"Iowa"	"19"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	16	196197	Unreliable
	"Iowa"	"19"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	71	196197	36.188117046
	"Iowa"	"19"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	11	196197	Unreliable
	"Iowa"	"19"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	17	179900	Unreliable
	"Iowa"	"19"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	131	179900	72.818232351
	"Iowa"	"19"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	30	179900	16.675931073
	"Iowa"	"19"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	18	182609	Unreliable
	"Iowa"	"19"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	259	182609	141.833096945
	"Iowa"	"19"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	53	182609	29.023761151
	"Iowa"	"19"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	45	210481	21.379601959
	"Iowa"	"19"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	296	210481	140.630270666
	"Iowa"	"19"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	154	210481	73.165748928
	"Iowa"	"19"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	59	205215	28.750335014
	"Iowa"	"19"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	729	205215	355.237190264
	"Iowa"	"19"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	181	205215	88.200180299
	"Iowa"	"19"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	107	161188	66.382112812
	"Iowa"	"19"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	532	161188	330.049383329
	"Iowa"	"19"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	326	161188	202.248306326
	"Iowa"	"19"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	159	150259	105.817288815
	"Iowa"	"19"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1022	150259	680.158925588
	"Iowa"	"19"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	367	150259	244.244937075
	"Iowa"	"19"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	375	91244	410.985927842
	"Iowa"	"19"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1102	91244	1207.750646618
	"Iowa"	"19"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	443	91244	485.511376090
	"Iowa"	"19"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	290	71589	405.090167484
	"Iowa"	"19"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1226	71589	1712.553604604
	"Iowa"	"19"	"75-84 years"	"75-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	473	71589	660.716031793
	"Iowa"	"19"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	900	51738	1739.533804940
	"Iowa"	"19"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	2636	51738	5094.901233136
	"Iowa"	"19"	"85+ years"	"85+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	658	51738	1271.792492945
	"Iowa"	"19"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	404	26936	1499.851499851
	"Iowa"	"19"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	1552	26936	5761.805761806
	"Iowa"	"19"	"85+ years"	"85+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	482	26936	1789.426789427
	"Iowa"	"19"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	17235	Suppressed
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	17235	Suppressed
	"Kansas"	"20"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	17235	Suppressed
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	18090	Suppressed
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	18090	Suppressed
	"Kansas"	"20"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	18090	Suppressed
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	73342	Suppressed
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	73342	Suppressed
	"Kansas"	"20"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	73342	Suppressed
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	76664	Suppressed
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	76664	Suppressed
	"Kansas"	"20"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	76664	Suppressed
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	193591	Suppressed
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	193591	Suppressed
	"Kansas"	"20"	"5-14 years"	"5-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	193591	Suppressed
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	202675	Suppressed
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	202675	Suppressed
	"Kansas"	"20"	"5-14 years"	"5-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	202675	Suppressed
	"Kansas"	"20"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	198178	Suppressed
	"Kansas"	"20"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	198178	Suppressed
	"Kansas"	"20"	"15-24 years"	"15-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	198178	Suppressed
	"Kansas"	"20"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	214635	Suppressed
	"Kansas"	"20"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	214635	Suppressed
	"Kansas"	"20"	"15-24 years"	"15-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	214635	Suppressed
	"Kansas"	"20"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	185261	Suppressed
	"Kansas"	"20"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	17	185261	Unreliable
	"Kansas"	"20"	"25-34 years"	"25-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	185261	Suppressed
	"Kansas"	"20"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	13	197661	Unreliable
	"Kansas"	"20"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	22	197661	11.130167307
	"Kansas"	"20"	"25-34 years"	"25-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	197661	Suppressed
	"Kansas"	"20"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	178452	Suppressed
	"Kansas"	"20"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	39	178452	21.854616367
	"Kansas"	"20"	"35-44 years"	"35-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	11	178452	Unreliable
	"Kansas"	"20"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	13	182577	Unreliable
	"Kansas"	"20"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	77	182577	42.173986866
	"Kansas"	"20"	"35-44 years"	"35-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	182577	Suppressed
	"Kansas"	"20"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	27	163884	16.475067731
	"Kansas"	"20"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	110	163884	67.120646311
	"Kansas"	"20"	"45-54 years"	"45-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	31	163884	18.915818506
	"Kansas"	"20"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	22	164077	13.408338768
	"Kansas"	"20"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	197	164077	120.065578966
	"Kansas"	"20"	"45-54 years"	"45-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	29	164077	17.674628376
	"Kansas"	"20"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	41	190103	21.567255646
	"Kansas"	"20"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	295	190103	155.179034523
	"Kansas"	"20"	"55-64 years"	"55-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	185	190103	97.315665718
	"Kansas"	"20"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	59	181402	32.524448462
	"Kansas"	"20"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	548	181402	302.091487415
	"Kansas"	"20"	"55-64 years"	"55-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	187	181402	103.085963771
	"Kansas"	"20"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	111	142043	78.145350352
	"Kansas"	"20"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	522	142043	367.494350302
	"Kansas"	"20"	"65-74 years"	"65-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	310	142043	218.243771252
	"Kansas"	"20"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	141	130193	108.300753497
	"Kansas"	"20"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	887	130193	681.296229444
	"Kansas"	"20"	"65-74 years"	"65-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	366	130193	281.121104821
	"Kansas"	"20"	"75-84 years"	"75-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	338	77067	438.579417909
