"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"District of Columbia"	"11"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	71	22366	317.4
	"District of Columbia"	"11"	"40-44 years"	"40-44"	"Male"	"M"	"2020 "	"2020"	84	23597	356.0
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"1999"	"1999"	107	20329	526.3
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2000"	"2000"	104	20652	503.6
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2001"	"2001"	118	20503	575.5
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2002"	"2002"	123	20452	601.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2003"	"2003"	106	20118	526.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2004"	"2004"	102	19810	514.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2005"	"2005"	120	19666	610.2
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2006"	"2006"	113	19473	580.3
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2007"	"2007"	87	19050	456.7
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2008"	"2008"	102	19193	531.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2009"	"2009"	76	19240	395.0
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2010"	"2010"	78	19005	410.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2011"	"2011"	75	18906	396.7
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2012"	"2012"	76	18841	403.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2013"	"2013"	53	18797	282.0
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2014"	"2014"	70	18673	374.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2015"	"2015"	52	19207	270.7
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2016"	"2016"	58	19394	299.1
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	56	19314	289.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2018"	"2018"	66	19228	343.2
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	59	19174	307.7
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Female"	"F"	"2020 "	"2020"	58	19233	301.6
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"1999"	"1999"	195	18396	1060.0
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2000"	"2000"	200	18745	1067.0
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2001"	"2001"	200	18735	1067.5
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2002"	"2002"	197	18950	1039.6
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2003"	"2003"	222	18683	1188.2
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2004"	"2004"	164	18543	884.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2005"	"2005"	156	18638	837.0
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2006"	"2006"	137	18837	727.3
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2007"	"2007"	131	18833	695.6
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2008"	"2008"	121	19097	633.6
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2009"	"2009"	124	19716	628.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2010"	"2010"	104	19534	532.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2011"	"2011"	94	19466	482.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2012"	"2012"	93	19337	480.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2013"	"2013"	97	19149	506.6
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2014"	"2014"	94	18974	495.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2015"	"2015"	81	19281	420.1
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2016"	"2016"	113	19606	576.4
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	103	19507	528.0
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2018"	"2018"	97	19559	495.9
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	87	19288	451.1
	"District of Columbia"	"11"	"45-49 years"	"45-49"	"Male"	"M"	"2020 "	"2020"	87	19209	452.9
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"1999"	"1999"	127	18531	685.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2000"	"2000"	117	19298	606.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2001"	"2001"	116	20263	572.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2002"	"2002"	137	20072	682.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2003"	"2003"	136	19823	686.1
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2004"	"2004"	128	19713	649.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2005"	"2005"	135	19500	692.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2006"	"2006"	128	19146	668.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2007"	"2007"	138	19163	720.1
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2008"	"2008"	117	18950	617.4
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2009"	"2009"	138	18919	729.4
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2010"	"2010"	148	19050	776.9
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2011"	"2011"	137	18970	722.2
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2012"	"2012"	116	18971	611.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2013"	"2013"	117	19148	611.0
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2014"	"2014"	107	19453	550.0
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2015"	"2015"	113	19432	581.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2016"	"2016"	113	19194	588.7
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	109	18593	586.2
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2018"	"2018"	91	18389	494.9
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	115	17978	639.7
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Female"	"F"	"2020 "	"2020"	97	17879	542.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"1999"	"1999"	217	15983	1357.7
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2000"	"2000"	212	16615	1276.0
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2001"	"2001"	244	17624	1384.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2002"	"2002"	255	17362	1468.7
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2003"	"2003"	218	17383	1254.1
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2004"	"2004"	220	17497	1257.4
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2005"	"2005"	231	17376	1329.4
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2006"	"2006"	235	17054	1378.0
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2007"	"2007"	205	17443	1175.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2008"	"2008"	214	17668	1211.2
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2009"	"2009"	188	17668	1064.1
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2010"	"2010"	167	18114	921.9
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2011"	"2011"	145	18488	784.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2012"	"2012"	143	18541	771.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2013"	"2013"	147	19105	769.4
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2014"	"2014"	162	19524	829.7
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2015"	"2015"	160	19573	817.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2016"	"2016"	163	19327	843.4
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2017"	"2017"	168	18801	893.6
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2018"	"2018"	145	18277	793.3
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2019"	"2019"	130	17846	728.5
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Male"	"M"	"2020 "	"2020"	168	17731	947.5
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"1999"	"1999"	124	14675	845.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2000"	"2000"	136	15128	899.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2001"	"2001"	131	15515	844.3
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2002"	"2002"	136	16362	831.2
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2003"	"2003"	151	16814	898.1
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2004"	"2004"	148	17284	856.3
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2005"	"2005"	142	17971	790.2
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2006"	"2006"	133	18686	711.8
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2007"	"2007"	157	18464	850.3
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2008"	"2008"	142	18293	776.3
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2009"	"2009"	143	18252	783.5
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2010"	"2010"	166	18280	908.1
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2011"	"2011"	162	18753	863.9
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2012"	"2012"	148	19096	775.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2013"	"2013"	155	19329	801.9
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2014"	"2014"	163	19142	851.5
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2015"	"2015"	162	19001	852.6
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2016"	"2016"	172	18851	912.4
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2017"	"2017"	159	18815	845.1
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2018"	"2018"	151	18677	808.5
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2019"	"2019"	139	18566	748.7
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Female"	"F"	"2020 "	"2020"	197	18523	1063.5
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"1999"	"1999"	207	12336	1678.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2000"	"2000"	208	12675	1641.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2001"	"2001"	214	13006	1645.4
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2002"	"2002"	204	13813	1476.9
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2003"	"2003"	231	14290	1616.5
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2004"	"2004"	219	14647	1495.2
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2005"	"2005"	226	15281	1479.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2006"	"2006"	210	15940	1317.4
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2007"	"2007"	227	15577	1457.3
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2008"	"2008"	272	15656	1737.4
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2009"	"2009"	255	15994	1594.3
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2010"	"2010"	226	15994	1413.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2011"	"2011"	215	16397	1311.2
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2012"	"2012"	209	16848	1240.5
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2013"	"2013"	223	17210	1295.8
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2014"	"2014"	245	17495	1400.4
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2015"	"2015"	247	17788	1388.6
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2016"	"2016"	237	18046	1313.3
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2017"	"2017"	223	17823	1251.2
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2018"	"2018"	234	17999	1300.1
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2019"	"2019"	240	18062	1328.8
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Male"	"M"	"2020 "	"2020"	291	17951	1621.1
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"1999"	"1999"	137	11792	1161.8
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2000"	"2000"	152	11928	1274.3
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2001"	"2001"	153	12262	1247.8
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2002"	"2002"	148	12693	1166.0
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2003"	"2003"	152	13167	1154.4
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2004"	"2004"	132	13694	963.9
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2005"	"2005"	153	13755	1112.3
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2006"	"2006"	164	13826	1186.2
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2007"	"2007"	144	14740	976.9
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2008"	"2008"	157	15118	1038.5
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2009"	"2009"	136	15676	867.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2010"	"2010"	136	16305	834.1
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2011"	"2011"	166	17286	960.3
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2012"	"2012"	167	17430	958.1
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2013"	"2013"	175	17453	1002.7
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2014"	"2014"	188	17633	1066.2
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2015"	"2015"	188	17933	1048.3
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2016"	"2016"	212	18064	1173.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2017"	"2017"	214	18168	1177.9
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2018"	"2018"	214	18161	1178.3
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2019"	"2019"	197	17790	1107.4
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Female"	"F"	"2020 "	"2020"	254	17730	1432.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"1999"	"1999"	249	9906	2513.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2000"	"2000"	237	10052	2357.7
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2001"	"2001"	218	10307	2115.1
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2002"	"2002"	241	10694	2253.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2003"	"2003"	177	10810	1637.4
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2004"	"2004"	223	11109	2007.4
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2005"	"2005"	235	11242	2090.4
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2006"	"2006"	217	11393	1904.7
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2007"	"2007"	224	12117	1848.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2008"	"2008"	231	12557	1839.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2009"	"2009"	200	12828	1559.1
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2010"	"2010"	220	13398	1642.0
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2011"	"2011"	243	14316	1697.4
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2012"	"2012"	229	14164	1616.8
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2013"	"2013"	250	14612	1710.9
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2014"	"2014"	248	14730	1683.6
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2015"	"2015"	310	14967	2071.2
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2016"	"2016"	285	15083	1889.5
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2017"	"2017"	275	15321	1794.9
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2018"	"2018"	301	15465	1946.3
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2019"	"2019"	286	15458	1850.2
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Male"	"M"	"2020 "	"2020"	365	15595	2340.5
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"1999"	"1999"	195	10557	1847.1
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2000"	"2000"	200	10363	1929.9
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2001"	"2001"	186	10031	1854.3
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2002"	"2002"	174	9975	1744.4
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2003"	"2003"	166	9975	1664.2
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2004"	"2004"	159	9947	1598.5
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2005"	"2005"	163	10205	1597.3
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2006"	"2006"	183	10353	1767.6
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2007"	"2007"	193	10720	1800.4
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2008"	"2008"	163	11205	1454.7
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2009"	"2009"	175	11717	1493.6
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2010"	"2010"	160	11883	1346.5
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2011"	"2011"	164	12324	1330.7
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2012"	"2012"	163	12973	1256.5
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2013"	"2013"	187	13490	1386.2
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2014"	"2014"	192	14146	1357.3
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2015"	"2015"	197	14828	1328.6
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2016"	"2016"	223	15398	1448.2
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2017"	"2017"	227	15755	1440.8
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2018"	"2018"	212	15800	1341.8
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2019"	"2019"	204	16004	1274.7
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Female"	"F"	"2020 "	"2020"	277	16142	1716.0
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"1999"	"1999"	260	8325	3123.1
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2000"	"2000"	257	8162	3148.7
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2001"	"2001"	227	8085	2807.7
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2002"	"2002"	232	8013	2895.3
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2003"	"2003"	209	8093	2582.5
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2004"	"2004"	226	8223	2748.4
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2005"	"2005"	226	8303	2721.9
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2006"	"2006"	236	8450	2792.9
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2007"	"2007"	249	8828	2820.6
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2008"	"2008"	224	8969	2497.5
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2009"	"2009"	226	9422	2398.6
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2010"	"2010"	195	9605	2030.2
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2011"	"2011"	185	9836	1880.8
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2012"	"2012"	222	10396	2135.4
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2013"	"2013"	231	10659	2167.2
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2014"	"2014"	242	11086	2182.9
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2015"	"2015"	273	11576	2358.3
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2016"	"2016"	321	12142	2643.7
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2017"	"2017"	295	12266	2405.0
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2018"	"2018"	266	12184	2183.2
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2019"	"2019"	286	12251	2334.5
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Male"	"M"	"2020 "	"2020"	417	12483	3340.5
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"1999"	"1999"	292	10651	2741.5
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2000"	"2000"	303	10453	2898.7
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2001"	"2001"	240	10001	2399.8
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2002"	"2002"	243	9506	2556.3
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2003"	"2003"	213	9221	2309.9
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2004"	"2004"	223	8918	2500.6
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2005"	"2005"	202	8584	2353.2
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2006"	"2006"	200	8376	2387.8
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2007"	"2007"	187	8344	2241.1
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2008"	"2008"	182	8467	2149.5
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2009"	"2009"	168	8486	1979.7
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2010"	"2010"	215	8810	2440.4
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2011"	"2011"	156	9055	1722.8
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2012"	"2012"	187	9206	2031.3
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2013"	"2013"	198	9577	2067.5
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2014"	"2014"	187	9844	1899.6
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2015"	"2015"	195	10168	1917.8
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2016"	"2016"	199	10351	1922.5
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2017"	"2017"	212	11612	1825.7
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2018"	"2018"	219	12120	1806.9
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2019"	"2019"	227	12582	1804.2
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Female"	"F"	"2020 "	"2020"	296	13247	2234.5
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Male"	"M"	"1999"	"1999"	322	7028	4581.7
